Modalidad de Contratacion,Fecha de Publicacion del Proceso,Referencia del Proceso,Número de Proceso,Descripción del Procedimiento,Cuantía,Unidad de Contratación,URLProceso
Contratación directa,28/12/2018,83005118,Apoyar a la Dirección Territorial Occidente en lo relacionado con notificación de los actos administrativos proferidos por la Dirección Territorial,Apoyar a la Dirección Territorial Occidente en lo relacionado con notificación de los actos administrativos proferidos por la Dirección Territorial de acuerdo a la normatividad vigente y a los procedimientos internos de la entidad.,13842933,DIRECCION TERRITORIAL OCCIDENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.638582&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,18/01/2021,81000221.,"Prestar sus servicios Profesionales brindando acompañamiento jurídico y seguimiento a las actividades desarrolladas en la Dirección Territorial Centro, así como en la implementación y adopción de los","Prestar sus servicios Profesionales brindando acompañamiento jurídico y seguimiento a las actividades desarrolladas en la Dirección Territorial Centro, así como en la implementación y adopción de los trámites relacionados con la aplicación de la Ley 1712 de 2014.",101647422,DIRECCCION TERRITORIAL CENTRO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1666841&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,29/01/2020,80004520,"Prestar los servicios de apoyo en las actividades que sean necesarias para la gestión y correcta aplicación de las políticas de gestión y organización documental, así como de apoyo administrativo y op","Prestar los servicios de apoyo en las actividades que sean necesarias para la gestión y correcta aplicación de las políticas de gestión y organización documental, así como de apoyo administrativo y operativo en todos los procedimientos y procesos requeridos por la Dirección General Territorial para la correcta atención y evacuación de actividades y compromisos a su cargo",28763107,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1072679&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,12/02/2020,20005120,Prestar servicios profesionales en la Dirección Técnica de Gestión de Energía realizando el seguimiento y evaluación de los planes de inversión de los distribuidores del servicio de energía eléctrica.,Prestar servicios profesionales en la Dirección Técnica de Gestión de Energía realizando el seguimiento y evaluación de los planes de inversión de los distribuidores del servicio de energía eléctrica.,83466638,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1106564&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,04/02/2020,40008320,"Prestar servicios de apoyo a la gestión a la Dirección Técnica de Gestión de Acueducto y Alcantarillado, en el análisis, revisión y preparación de la información y trámites que se reciben de los prest","Prestar servicios de apoyo a la gestión a la Dirección Técnica de Gestión de Acueducto y Alcantarillado, en el análisis, revisión y preparación de la información y trámites que se reciben de los prestadores de acueducto y alcantarillado",20580000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1085319&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,10/11/2020,012002320,"Realizar la valoración de la Cultura de Innovación y propuesta de plan de intervención en la Entidad, con base en la metodología de Great Culture to Innovate","Realizar la valoración de la Cultura de Innovación y propuesta de plan de intervención en la Entidad, con base en la metodología de Great Culture to Innovate",20111000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1549556&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,22/01/2021,82003521,"Prestar los servicios profesionales jurídicos, en la revisión y/o proyección de todas las actuaciones que sean necesarias dentro de los radicados que resuelven los trámites que le sean asignados a tra","Prestar los servicios profesionales jurídicos, en la revisión y/o proyección de todas las actuaciones que sean necesarias dentro de los radicados que resuelven los trámites que le sean asignados a través de los sistemas que la Entidad disponga para ello, en el marco de la gestión de trámites a cargo de la Dirección Territorial.",39999980,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1682622&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,13/11/2020,81007920,prestar los servicios de apoyo a la gestión de la Dirección Territorial Centro en labores auxiliares derivadas de tramites y procedimientos a cargo,prestar los servicios de apoyo a la gestión de la Dirección Territorial Centro en labores auxiliares derivadas de tramites y procedimientos a cargo,2600000,DIRECCCION TERRITORIAL CENTRO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1556659&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,23/01/2019,40004119,"Prestar sus servicios profesionales a la Superintendencia Delegada para Acueducto, Alcantarillado y Aseo, en los asuntos jurídicos relacionados con la proyección de derechos de petición, trámites de a","Prestar sus servicios profesionales a la Superintendencia Delegada para Acueducto, Alcantarillado y Aseo, en los asuntos jurídicos relacionados con la proyección de derechos de petición, trámites de alertas de prensa, requerimientos de los entres de control, proyección de las acciones judiciales y trámites de competencia del Grupo de Reacción Inmediata.",61599988,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.682680&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,26/01/2021,080001821,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema q,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema que la entidad disponga para ello en el marco de la gestión de trámites a cargo de la superintendencia delegada para la protección al usuario y la gestión en territorio.,9813312,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1696550&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,22/02/2019,20003119,"Prestar servicios profesionales en la dirección técnica de gestión de gas apoyando la verificación, evaluar y seguimiento a la gestión administrativa y financiera presentada por parte de los prestador","Prestar servicios profesionales en la dirección técnica de gestión de gas apoyando la verificación, evaluar y seguimiento a la gestión administrativa y financiera presentada por parte de los prestadores del servicio gas combustible sujetos a inspección, vigilancia y control",84853316,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.751920&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,14/01/2020,52003920,"Prestar servicios profesionales en la implementación y seguimiento al Sistema de Gestión de Seguridad y Salud en el Trabajo, a cargo del Grupo de Gestión de Talento Humano, tendiente a mejorar la cali","Prestar servicios profesionales en la implementación y seguimiento al Sistema de Gestión de Seguridad y Salud en el Trabajo, a cargo del Grupo de Gestión de Talento Humano, tendiente a mejorar la calidad de vida laboral de los colaboradores de la Superintendencia de Servicios Públicos Domiciliarios",80966661,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1038891&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,16/01/2020,81001220,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema q,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema que la entidad disponga para ello en el marco de la gestión de trámites a cargo de la Dirección Territorial Centro..,38733150,DIRECCCION TERRITORIAL CENTRO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1043843&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,12/02/2020,40005320,"Prestar servicios profesionales para apoyar desde el componente técnico las actividades derivadas de los procesos de inspección, vigilancia y control de los prestadores del servicio público de aseo.","Prestar servicios profesionales para apoyar desde el componente técnico las actividades derivadas de los procesos de inspección, vigilancia y control de los prestadores del servicio público de aseo.",18540000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1105513&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,26/01/2021,016000521,Prestar los servicios profesionales a la Oficina de Tecnologías de la Información y las Comunicaciones para efectuar las actividades de desarrollo o actualización de las aplicaciones que soportan los,"Prestar los servicios profesionales a la Oficina de Tecnologías de la Información y las
Comunicaciones para efectuar las actividades de desarrollo o actualización de las aplicaciones que
soportan los procesos misionales, estratégicos y de apoyo que le sean asignadas bajo los
lineamientos definidos en el proceso de Gestión de Tecnologías de la Información y enmarcados
en el proyecto de inversión Fortalecimiento de los Servicios de TIC en la Superservicios.",107666659,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1695052&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,21/01/2021,81000821,Prestar los servicios profesionales en la sustanciación y proyección de actos administrativos y demás trámites derivados de las actuaciones administrativas que le sean asignadas.,Prestar los servicios profesionales en la sustanciación y proyección de actos administrativos y demás trámites derivados de las actuaciones administrativas que le sean asignadas.,34385520,DIRECCCION TERRITORIAL CENTRO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1678979&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,29/01/2021,82002921,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema q,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema que la entidad disponga para ello.,31333325,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1712507&isFromPublicArea=True&isModal=true&asPopupView=true
